date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:10:05	148/148	---M--	200	added ('OK')	text/css	date:Sat,%2030%20Dec%202023%2002:04:34%20GMT	https://dermatologia.votonbr.com/wp-content/cache/min/1/wp-content/plugins/elementskit/modules/particles/assets/css/particles.css?ver=1703901874	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/cache/min/1/wp-content/plugins/elementskit/modules/particles/assets/css/particles63cd.css	(from https://dermatologia.votonbr.com/)
17:10:05	87553/87553	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Nov%202023%2020:07:32%20GMT	https://dermatologia.votonbr.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://dermatologia.votonbr.com/)
17:10:05	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2008%20Aug%202023%2023:34:17%20GMT	https://dermatologia.votonbr.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://dermatologia.votonbr.com/)
17:10:05	14758/14758	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2030%20Dec%202023%2002:04:35%20GMT	https://dermatologia.votonbr.com/wp-content/cache/min/1/wp-content/plugins/elementskit/modules/parallax/assets/js/jarallax.js?ver=1703901875	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/cache/min/1/wp-content/plugins/elementskit/modules/parallax/assets/js/jarallax4099.js	(from https://dermatologia.votonbr.com/)
17:10:06	253169/253169	---M-Z	200	added ('OK')	application/json	date:Wed,%2021%20May%202025%2020:10:06%20GMT	https://dermatologia.votonbr.com/wp-json/	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-json/index.html	(from https://dermatologia.votonbr.com/)
17:10:07	132729/132729	---MCZ	200	added ('OK')	application/json	date:Wed,%2021%20May%202025%2020:10:07%20GMT	https://dermatologia.votonbr.com/wp-json/wp/v2/pages/12	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-json/wp/v2/pages/12.json	(from https://dermatologia.votonbr.com/)
17:10:08	858/858	---M-Z	200	added ('OK')	text/xml	date:Wed,%2021%20May%202025%2020:10:08%20GMT	https://dermatologia.votonbr.com/xmlrpc.php?rsd	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/xmlrpc0db0.php	(from https://dermatologia.votonbr.com/)
17:10:09	2079/2079	---M-Z	200	added ('OK')	application/json	date:Wed,%2021%20May%202025%2020:10:09%20GMT	https://dermatologia.votonbr.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdermatologia.votonbr.com%2F	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-json/oembed/1.0/embed860c.json	(from https://dermatologia.votonbr.com/)
17:10:09	2241/2241	---M-Z	200	added ('OK')	text/xml	date:Wed,%2021%20May%202025%2020:10:09%20GMT	https://dermatologia.votonbr.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdermatologia.votonbr.com%2F&format=xml	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-json/oembed/1.0/embede13d	(from https://dermatologia.votonbr.com/)
17:10:10	3914/3914	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Dec%202023%2023:35:33%20GMT	https://dermatologia.votonbr.com/wp-content/uploads/2023/05/favcon-linnea-150x150.png	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/2023/05/favcon-linnea-150x150.png	(from https://dermatologia.votonbr.com/)
17:10:10	2628/2628	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20May%202025%2020:10:10%20GMT	https://dermatologia.votonbr.com/wp-content/plugins/elementskit/modules/parallax/	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/plugins/elementskit/modules/parallax/index.html	(from https://dermatologia.votonbr.com/)
17:10:10	8467/8467	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Dec%202023%2023:35:33%20GMT	https://dermatologia.votonbr.com/wp-content/uploads/2023/05/favcon-linnea-300x300.png	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/2023/05/favcon-linnea-300x300.png	(from https://dermatologia.votonbr.com/)
17:10:10	9921/9921	---M-Z	200	added ('OK')	text/css	date:Wed,%2006%20Dec%202023%2023:31:20%20GMT	https://dermatologia.votonbr.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://dermatologia.votonbr.com/)
17:10:11	13293/13293	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2007%20Dec%202023%2012:02:27%20GMT	https://dermatologia.votonbr.com/wp-content/uploads/2023/05/Logo-linnea2-braanco.svg	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/2023/05/Logo-linnea2-braanco.svg	(from https://dermatologia.votonbr.com/)
17:10:11	13808/13808	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2006%20Dec%202023%2023:28:59%20GMT	https://dermatologia.votonbr.com/wp-content/uploads/2023/12/Logo-linnea2.svg	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/2023/12/Logo-linnea2.svg	(from https://dermatologia.votonbr.com/)
17:10:11	21604/21604	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20May%202023%2004:00:59%20GMT	https://dermatologia.votonbr.com/wp-content/uploads/2023/05/especialidade-dermatologia.jpg	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/2023/05/especialidade-dermatologia.jpg	(from https://dermatologia.votonbr.com/)
17:10:11	79628/79628	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202023%2001:09:11%20GMT	https://dermatologia.votonbr.com/wp-content/uploads/2023/12/cosmetology-doctor-patien_624325-1650.jpg	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/2023/12/cosmetology-doctor-patien_624325-1650.jpg	(from https://dermatologia.votonbr.com/)
17:10:11	49104/49104	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202023%2011:24:11%20GMT	https://dermatologia.votonbr.com/wp-content/uploads/2023/12/4.jpg	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/2023/12/4.jpg	(from https://dermatologia.votonbr.com/)
17:10:12	50191/50191	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202023%2011:24:09%20GMT	https://dermatologia.votonbr.com/wp-content/uploads/2023/12/3.jpg	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/2023/12/3.jpg	(from https://dermatologia.votonbr.com/)
17:10:12	32510/32510	---M-Z	200	added ('OK')	text/css	date:Wed,%2006%20Dec%202023%2023:32:09%20GMT	https://dermatologia.votonbr.com/wp-content/plugins/elementor-pro/assets/css/widget-carousel.min.css	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/plugins/elementor-pro/assets/css/widget-carousel.min.css	(from https://dermatologia.votonbr.com/)
17:10:12	65911/65911	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202023%2011:20:20%20GMT	https://dermatologia.votonbr.com/wp-content/uploads/2023/12/2.jpg	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/2023/12/2.jpg	(from https://dermatologia.votonbr.com/)
17:10:12	63242/63242	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202023%2011:20:19%20GMT	https://dermatologia.votonbr.com/wp-content/uploads/2023/12/1.jpg	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/2023/12/1.jpg	(from https://dermatologia.votonbr.com/)
17:10:12	57923/57923	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20May%202023%2004:19:49%20GMT	https://dermatologia.votonbr.com/wp-content/uploads/2023/05/Maria-Fernanda-Rosim-1.jpg	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/2023/05/Maria-Fernanda-Rosim-1.jpg	(from https://dermatologia.votonbr.com/)
17:10:13	60452/60452	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20May%202023%2004:19:47%20GMT	https://dermatologia.votonbr.com/wp-content/uploads/2023/05/Priscylla-Abrantes-1.jpg	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/2023/05/Priscylla-Abrantes-1.jpg	(from https://dermatologia.votonbr.com/)
17:10:13	69508/69508	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20May%202023%2004:19:54%20GMT	https://dermatologia.votonbr.com/wp-content/uploads/2023/05/Tainara-Gomes-1.jpg	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/2023/05/Tainara-Gomes-1.jpg	(from https://dermatologia.votonbr.com/)
17:10:13	8070/8070	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Dec%202023%2023:35:33%20GMT	https://dermatologia.votonbr.com/wp-content/uploads/2023/05/favcon-linnea.png	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/2023/05/favcon-linnea.png	(from https://dermatologia.votonbr.com/)
17:10:13	12664/12664	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2010%20May%202023%2004:22:15%20GMT	https://dermatologia.votonbr.com/wp-content/uploads/2023/05/Voton-Partner-BLUE-RED.svg	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/2023/05/Voton-Partner-BLUE-RED.svg	(from https://dermatologia.votonbr.com/)
17:10:14	65403/65403	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Dec%202023%2023:48:39%20GMT	https://dermatologia.votonbr.com/wp-content/uploads/2023/12/cosmetologist-doing-face-treatment-applying-face-mask_1303-28042-1024x683.jpg	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/2023/12/cosmetologist-doing-face-treatment-applying-face-mask_1303-28042-1024x683.jpg	(from https://dermatologia.votonbr.com/)
17:10:14	69/69	---M--	200	added ('OK')	text/css	date:Sat,%2030%20Dec%202023%2002:04:35%20GMT	https://dermatologia.votonbr.com/wp-content/cache/min/1/wp-content/plugins/elementskit/modules/pro-form-reset-button/assets/css/elementskit-reset-button.css?ver=1703901875	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/cache/min/1/wp-content/plugins/elementskit/modules/pro-form-reset-button/assets/css/elementskit-reset-button4099.css	(from https://dermatologia.votonbr.com/)
17:10:14	18468/18468	---M-Z	200	added ('OK')	text/css	date:Wed,%2006%20Dec%202023%2023:31:22%20GMT	https://dermatologia.votonbr.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.18.1	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/plugins/elementor/assets/lib/animations/animations.min110d.css	(from https://dermatologia.votonbr.com/)
17:10:14	21464/21464	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Apr%202025%2010:36:44%20GMT	https://dermatologia.votonbr.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://dermatologia.votonbr.com/)
17:10:14	3428/3428	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2016%20Jul%202024%2019:13:53%20GMT	https://dermatologia.votonbr.com/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-includes/js/jquery/ui/mouse.minb37e.js	(from https://dermatologia.votonbr.com/)
17:10:15	10759/10759	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2016%20Jul%202024%2019:13:53%20GMT	https://dermatologia.votonbr.com/wp-includes/js/jquery/ui/slider.min.js?ver=1.13.3	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-includes/js/jquery/ui/slider.minb37e.js	(from https://dermatologia.votonbr.com/)
17:10:15	22249/22249	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Apr%202025%2020:07:45%20GMT	http://dermatologia.votonbr.com/wp-content/uploads/theplus-addons/theplus-post-12.min.js?ver=1703899320	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/uploads/theplus-addons/theplus-post-12.min6f78.js	(from https://dermatologia.votonbr.com/)
17:10:15	18420/18420	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2016%20Jul%202024%2019:13:53%20GMT	https://dermatologia.votonbr.com/wp-includes/js/jquery/ui/draggable.min.js?ver=1.13.3	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-includes/js/jquery/ui/draggable.minb37e.js	(from https://dermatologia.votonbr.com/)
17:10:15	1152/1152	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2030%20Dec%202023%2002:04:36%20GMT	https://dermatologia.votonbr.com/wp-content/cache/min/1/wp-includes/js/jquery/jquery.ui.touch-punch.js?ver=1703901876	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/cache/min/1/wp-includes/js/jquery/jquery.ui.touch-punch6c0f.js	(from https://dermatologia.votonbr.com/)
17:10:15	1827/1827	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202023%2003:18:55%20GMT	https://dermatologia.votonbr.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://dermatologia.votonbr.com/)
17:10:16	39/39	---M--	200	added ('OK')	application/javascript	date:Sat,%2030%20Dec%202023%2002:04:36%20GMT	https://dermatologia.votonbr.com/wp-content/cache/min/1/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=1703901876	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/cache/min/1/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script6c0f.js	(from https://dermatologia.votonbr.com/)
17:10:16	137548/137548	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2030%20Dec%202023%2002:04:36%20GMT	https://dermatologia.votonbr.com/wp-content/cache/min/1/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=1703901876	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/cache/min/1/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts6c0f.js	(from https://dermatologia.votonbr.com/)
17:10:16	17634/17634	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2030%20Dec%202023%2002:04:37%20GMT	https://dermatologia.votonbr.com/wp-content/cache/min/1/wp-content/plugins/elementskit/modules/parallax/assets/js/anime.js?ver=1703901877	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/cache/min/1/wp-content/plugins/elementskit/modules/parallax/assets/js/anime4a96.js	(from https://dermatologia.votonbr.com/)
17:10:16	73965/73965	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2030%20Dec%202023%2002:04:37%20GMT	https://dermatologia.votonbr.com/wp-content/cache/min/1/wp-content/plugins/elementskit/modules/parallax/assets/js/parallax-frontend-scripts.js?ver=1703901877	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/cache/min/1/wp-content/plugins/elementskit/modules/parallax/assets/js/parallax-frontend-scripts4a96.js	(from https://dermatologia.votonbr.com/)
17:10:17	22696/22696	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202023%2003:20:19%20GMT	https://dermatologia.votonbr.com/wp-content/plugins/elementskit/modules/particles/assets/js/particles.min.js?ver=3.2.1	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/plugins/elementskit/modules/particles/assets/js/particles.mindeae.js	(from https://dermatologia.votonbr.com/)
17:10:17	4997/4997	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2006%20Dec%202023%2023:31:22%20GMT	https://dermatologia.votonbr.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.18.1	C:/Users/ricar/Downloads/Lineea/LineeaEstetica/dermatologia.votonbr.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min110d.js	(from https://dermatologia.votonbr.com/)
